,_unit_id,_golden,_trusted_judgments,violence,violence_confidence,violence_gold,protest,protest_confidence,protest_gold,id,text,created_at
40,1285876492,False,3,1.0,0.6667,,1,0.6667,,342635970673377000,People were arrested for inciting violence via twitter. Aynur Tikiroglu' tweets: http://t.co/Rnr0sNKoar via @teslaon21h #direnGeziPark,Thu Jun 06 13:35:55 +0000 2013
41,1285876493,False,5,,,,0,1.0,,346045027543294000,#Save #7: Dayan GuHong 3x3 Speed Cube 6-Color Stickerless http://t.co/jreVaxUPaX #Deal,Sat Jun 15 23:22:18 +0000 2013
42,1285876494,False,4,,0.0,,0,0.75,,343743563202429000,"RT @zeynep_erdim: "" #Taksim is ours #stanbul is ours"" chant crowd @ Taksim square Banners of fringe leftist groups, Kurds, gays wave http:",Sun Jun 09 14:57:06 +0000 2013
43,1285876495,False,3,,,,0,1.0,,349250366656877000,#BumpShowMeetBieber ISTANBUL TURKEY justin please come back to turkey,Mon Jun 24 19:39:10 +0000 2013
44,1285876496,False,5,,,,0,1.0,,341916408378175000,"RT @IvanCNN: ""We want to have a say in the life of this city,but then the gov't said 'no you do not exist.'-Mehmet Ali Alabora http://t.co/",Tue Jun 04 13:56:38 +0000 2013
45,1285876497,False,3,,,,0,1.0,,348458969804726000,"Cheers guys, turkey here a come #mwi http://t.co/VhCDVjjPB1",Sat Jun 22 15:14:27 +0000 2013
46,1285876498,False,3,,,,0,1.0,,344089927518138000,"Pushing Back, and Raising a Glass, in Turkey http://t.co/6CCA8IkfTZ",Mon Jun 10 13:53:26 +0000 2013
47,1285876499,False,3,,0.0,,0,0.6667,,342469190902485000,"@YourAnonNews: 25 Bloggers Arrested In #Izmir, Turkey. #OccupyGezi http://t.co/PtJcAoG8QT Via @57UN #WeAreGezi",Thu Jun 06 02:33:12 +0000 2013
48,1285876500,False,3,,0.0,,0,0.6667,,340899310696808000,Hi @MissKellyO pls rt #geziparki for turkish fans...,Sat Jun 01 18:35:03 +0000 2013
49,1285876501,False,3,,0.0,,0,0.6667,,345228677258285000,"RT @BowenBBC: Les Mis, Istanbul style -- or Les #Taksim barricades? http://t.co/JXofzZiPgN",Thu Jun 13 17:18:25 +0000 2013
50,1285876502,False,3,,,,0,1.0,,346259081780150000,RT @johnjournalist: A big shout out to brave journalists covering brutal government crackdown in #Turkey. Risking life and limb to get the ,Sun Jun 16 13:32:52 +0000 2013
51,1285876503,False,3,0.0,0.6667,,1,0.6667,,340975241096470000,"RT @samarkeolog: Protesters in Turkey compare Taksim with Tahrir. Foreign journalists ""correct"" false impression that Taksim can be compare",Sat Jun 01 23:36:47 +0000 2013
52,1285876504,False,3,,,,0,1.0,,347111077869388000,RT @democracynow: Turkey: Scores Arrested in Raids Targeting Protesters http://t.co/8Jg1wisHuS,Tue Jun 18 21:58:24 +0000 2013
53,1285876505,False,3,1.0,0.3333,,1,0.6667,,341588707364704000,RT @acarvin: Whirling dervish in a gas mask http://t.co/gaSozgkZSW #occupygezi,Mon Jun 03 16:14:29 +0000 2013
54,1285876506,False,4,1.0,0.5,,1,0.75,,345895982296338000,RT @AP: PHOTO: People light candles for the victims of the protests at Istanbuls Taksim square: http://t.co/nFw0EhiJ9V -CC,Sat Jun 15 13:30:03 +0000 2013
55,1285876507,False,3,,,,0,1.0,,346495267626959000,"@TheWeirdWorld: Beautiful black rose. Black roses exist only in nature at Halfeti, Turkey... http://t.co/5WlCdArCkl I need one.",Mon Jun 17 05:11:24 +0000 2013
56,1285876508,False,6,,,,0,1.0,,340514289322451000,"10 things to do in Istanbul, Turkey. @flipnomad http://t.co/G0YaNu1kfx RT @truenomads",Fri May 31 17:05:07 +0000 2013
57,1285876509,False,3,,0.0,,0,0.6667,,346033052859900000,"RT @Mariovanella: It seems that people blocked police
346033066336206848,Sat Jun 15 22:34:46 +0000 2013,""RT @kitabet: deeply disturbing rhetoric from Egemen Ba:""anyone who tries to enter Taksim tonight will be viewed as a terrorist"" http://t",Sat Jun 15 22:34:43 +0000 2013
58,1285876510,False,3,,,,0,1.0,,344048770998211000,RT @IrishCountryMag: Don't kill us for saying Christmas but have any of you ever thought of rearing your own turkey? @Hunterslodge1 provide,Mon Jun 10 11:09:53 +0000 2013
59,1285876511,False,3,,0.0,,0,0.6667,,340766377520546000,"RT @DazedMagazine: ""We are fighting back for the sake of a FREE city, a FREE country, and a FREE world"" http://t.co/HSSFXtX7l5 #occupygezi ",Sat Jun 01 09:46:50 +0000 2013
60,1285876512,False,3,0.0,1.0,,1,1.0,,341869758079181000,RT @kitabet: Feminist #occupygezi activists erasing sexist and homophobic anti-gov't graffiti in around Taksim meet at 4 by French Consu,Tue Jun 04 10:51:16 +0000 2013
61,1285876513,False,3,0.0,1.0,,1,1.0,,340777348444082000,"Today the people will take back their future #FuckTroika1J
http://t.co/HFH1ZgBUy5 and SOLIDARITY with #OccupyGezi (Turkey)",Sat Jun 01 10:30:25 +0000 2013
62,1285876514,False,3,0.0,0.6667,,1,0.6667,,346305801075438000,RT @Jenna_Krajeski: Left rally halfway through Erdogan's speech and I wasn't the only one. Big crowd but people in #gezi and #taksim are mo,Sun Jun 16 16:38:31 +0000 2013
63,1285876515,False,3,1.0,0.6667,,1,1.0,,343445640824635000,RT @MahadmaGandhi: Pics from today protests: Izmir https://t.co/lvS3YpkD5b and Istanbul http://t.co/u9rhsU9RAX - #occupygezi #spiegel #welt,Sat Jun 08 19:13:16 +0000 2013
64,1285876516,False,3,0.0,0.6667,,1,0.6667,,345937117244948000,"Few weeks ago Obama dismissed PM Erdoan, then the European Parl. condemned him, he'll do everything not to lose at home against #OccupyGezi",Sat Jun 15 16:13:30 +0000 2013
65,1285876517,False,6,,0.0,,0,0.8333,,340919821925487000,Turkey you are not alone ! http://t.co/YkUHDWW4ng,Sat Jun 01 19:56:34 +0000 2013
66,1285876518,False,6,0.0,1.0,,1,1.0,,342193436620894000,RT @00doppiozero: #OccupyGezi #Istanbul: Revolution will be tweeted - Tiziano Bonini http://t.co/UYSlCP7QU8 #geziparki #direngeziparki @tbo,Wed Jun 05 08:17:27 +0000 2013
67,1285876519,False,3,,,,0,1.0,,345960528683860000,RT @JaredLeto: To our friends in Turkey: We did NOT cancel the show. The event organizers canceled the show. Want you to know. We are with ,Sat Jun 15 17:46:32 +0000 2013
68,1285876520,False,4,1.0,0.75,,1,1.0,,341118061249704000,RT @Ahmadtal3t: People helping out street animals affected by tear gas. :) #turkey #Taksim #direngeziparki #occupygezi http://t.co/d09VsZ,Sun Jun 02 09:04:18 +0000 2013
69,1285876521,False,3,0.0,0.6667,,1,0.6667,,345182314969580000,RT @__core: Beautiful! Bella Ciao sang last night in Taksim Square during piano concert. https://t.co/mKzOSs39Hr #occupygezi #occupytaksim,Thu Jun 13 14:14:11 +0000 2013
70,1285876522,False,6,0.0,0.6667,,1,0.6667,,341996888821739000,"RT @anafoulla: Moroccans protesting Erdogan's visit #direngeziparki It says ""no to the criminal's visit to our country"" http://t.co/yYiT1jS",Tue Jun 04 19:16:26 +0000 2013
71,1285876523,False,3,0.0,1.0,,1,1.0,,341656095628067000,"RT @anafoulla: Moroccans protesting Erdogan's visit #direngeziparki It says ""no to the criminal's visit to our country"" http://t.co/yYiT ...",Mon Jun 03 20:42:15 +0000 2013
72,1285876524,False,3,0.0,1.0,,1,1.0,,342350813051621000,Gezi Park Philharmonic: THE MOST BEAUTIFUL REVOLUTION SO FAR! MUST SEE! #OCCUPYGEZI #WEAREGEZI http://t.co/rDashhO3O1 via @youtube,Wed Jun 05 18:42:49 +0000 2013
73,1285876525,False,3,,,,0,1.0,,340757559629709000,RT @wicked_fun: @flightdeckflooz think your the thick one. That's in Galatasaray and people travel to old town Istanbul. Wide river in betw,Sat Jun 01 09:11:47 +0000 2013
74,1285876526,False,3,,,,0,1.0,,344540792032985000,RT @4yaprakliyonca: #STOPVIOLENCENOW We do not beleive in you anymore! @Valimutlu AKP is making a historically dramatic mistake threatening,Tue Jun 11 19:45:00 +0000 2013
75,1285876527,False,3,0.0,1.0,,1,1.0,,346395174882132000,"RT @ceylanozbudak: 152.000 new flowers, 30 new trees were planted to #Gezi Park/ #Taksim after it was cleaned of the #protestors http://t.c",Sun Jun 16 22:33:40 +0000 2013
76,1285876528,False,5,0.0,0.6,,1,0.8,,341176278600262000,"RT : @alemsah I tried to sum up what happened so far http://t.co/DeQHGpWIm1 #occupygezi #direnGeziParki Retweet this guy, please !!!",Sun Jun 02 12:55:38 +0000 2013
77,1285876529,False,3,,,,0,1.0,,342009064466813000,RT @camanpour: Thank you for all the tweets from Turkey - you can watch the entire program at http://t.co/4aH4b4zAqS,Tue Jun 04 20:04:49 +0000 2013
78,1285876530,False,4,,,,0,1.0,,344990137308045000,"Turkey panini, sweet potato fries, peach cider, vanilla bean gelato, and The Avengers. Do not bother me for the next couple of hours!",Thu Jun 13 01:30:32 +0000 2013
79,1285876531,False,3,0.0,1.0,,1,1.0,,340973773589197000,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di",Sat Jun 01 23:30:57 +0000 2013
80,1285876532,False,3,,,,0,1.0,,341637691487699000,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper,Mon Jun 03 19:29:07 +0000 2013
81,1285876533,False,3,,,,0,1.0,,346020843840741000,RT @xhdroelf: DialUp access +46850009990 +492317299993 +4953160941030 User:telecomix password:telecomix OR +33172890150 login:toto password,Sat Jun 15 21:46:12 +0000 2013
82,1285876534,False,5,,,,0,1.0,,340740452259082000,"RT @liveleak: Citizens Of Istanbul Supporting Protests From Their Houses: Can you see the truth now erDOGan ? we hate you !
... http://t.co",Sat Jun 01 08:03:49 +0000 2013
83,1285876535,False,5,,,,0,1.0,,341611637704389000,The Turkish people need to give president erdogan some slack.He made turkey in a decade rising economic power when before it was struggling,Mon Jun 03 17:45:35 +0000 2013
84,1285876536,False,3,,0.0,,0,0.6667,,341525851906642000,RT @loveinheadscarf: An alternative view? @MuslimMatters: Ten Tweets on the Hypocrisy of the Turkey Protests http://t.co/p1olDO9ABm,Mon Jun 03 12:04:43 +0000 2013
85,1285876537,False,3,,,,0,1.0,,341453113376514000,"RT @YourAnonNews: ""There is now a menace which is called Twitter..."" -Turkish Prime Minister Erdogan http://t.co/Yh3ijpASV9",Mon Jun 03 07:15:40 +0000 2013
86,1285876538,False,3,0.0,0.6667,,1,0.6667,,341144466238878000,RT @inkednaturalist: Turkish Revolution The Inked Naturalist http://t.co/OxxtJDFFnv #gazipark #turkey #supportturkey,Sun Jun 02 10:49:13 +0000 2013
87,1285876539,False,3,1.0,1.0,,1,1.0,,340455490276430000,RT @koraycaliskan: The police proposed the CHP MPs to leave the Gezi Park. They refused. Then the Police gassed them all. This is unheard i,Fri May 31 13:11:28 +0000 2013
88,1285876540,False,3,,,,0,1.0,,341579459356402000,RT @karim_design: I LOVE TURKEY. ALL MY PRESS FRIENDS - PLEASE SHOW THE WORLD THE TRUTH OF THE SITUATION THERE. THYE NEED OUR SUPPORT! GLO,Mon Jun 03 15:37:44 +0000 2013
89,1285876541,False,3,,0.0,,0,0.6667,,340780028621115000,Turkey PM says won't back down on park project that sparked protest - @AFP,Sat Jun 01 10:41:04 +0000 2013
90,1285876542,False,3,,0.0,,0,0.6667,,346020124119142000,RT @dkenarov: Police tear gassed Divan hotel lobby. People ran screaming on upper floors. Many w/o gas masks. Would need medical help. #occ,Sat Jun 15 21:43:20 +0000 2013
91,1285876543,False,3,,,,0,1.0,,341350962646090000,"RT @neilhimself: Amnesty International's HUMAN RIGHTS IN TURKEY page http://t.co/1yZPhoJ666 tells you what's going on &amp; what you, wherever ",Mon Jun 03 00:29:46 +0000 2013
92,1285876544,False,3,,0.0,,0,0.6667,,346330351821525000,RT @nycjim: Protester defies water cannon in #Istanbul today. New @Reuters photo gallery. http://t.co/6gP9yqnPoE http://t.co/RjwufizEWY,Sun Jun 16 18:16:05 +0000 2013
93,1285876545,False,3,,,,0,1.0,,345264979873780000,I liked a @YouTube video http://t.co/w8KmGJlN1n Piano in Taksim Square,Thu Jun 13 19:42:40 +0000 2013
94,1285876546,False,6,,,,0,1.0,,340676589211763000,RT @Fonx: Hate to be this political today but Turkey could use your help. An e-signature is the very least we can do. It helps. http://t.co,Sat Jun 01 03:50:03 +0000 2013
95,1285876547,False,5,,,,0,1.0,,340939601017438000,"RT @aaronstein1: Tear gas use has not stopped in Turkey, know it is being used in Besiktas and Ankara",Sat Jun 01 21:15:09 +0000 2013
96,1285876548,False,4,,0.0,,0,0.75,,343667174759616000,Women on the Front Lines of Turkey Protests http://t.co/kYDauNCz9W,Sun Jun 09 09:53:34 +0000 2013
97,1285876549,False,4,0.0,0.75,,1,0.75,,343512768974037000,Kennedy street in Ankara now #occupyturkey #occupygezi #direngeziparki #occupyankara #direnankara http://t.co/1F0ZtsAuiI,Sat Jun 08 23:40:01 +0000 2013
98,1285876550,False,3,,,,0,1.0,,343384481174004000,Bild: http://t.co/MpVlpnvbkF... http://t.co/vqMc45URGo,Sat Jun 08 15:10:14 +0000 2013
99,1285876551,False,4,,,,0,1.0,,349571841599353000,"Well.... that sucks. Hopefully we can at least connect our passes for any chance against Turkey. But for now, bed. #AUSvSLV #U20WC",Tue Jun 25 16:56:36 +0000 2013
100,1285876554,False,3,,,,0,1.0,,341820524550300000,RT @amirahoweidy: It's crazy how Turkey's *crisis* is resonating in Egypt. It all boils down to the contrived secular-islamist polarization,Tue Jun 04 07:35:38 +0000 2013
101,1285876555,False,3,1.0,1.0,,1,1.0,,345990860732772000,"RT @UnToldCarlisle: Protesters masks full of blood. Massive tear gas attack at Taksim sq. http://t.co/CUBwrUcBoN
345990864004325376,Sat Jun 15 19:47:04 +0000 2013,RT @feyzi_isbasaran: Prime Minister Erdogan uses force against the people through the police power connected to him.
345990875953901568,Sat Jun 15 19:47:07 +0000 2013,RT @NickKristof: Young people are thronging the streets now in Iran and in Turkey's Gezi Park. The ones in Turkey are being teargassed.
345990887312072704,Sat Jun 15 19:47:10 +0000 2013,RT @AChristieMiller: Erdogan has just poured petrol on something that looked like it might go away yesterday.
345990888822022144,Sat Jun 15 19:47:10 +0000 2013,RT @kerimokten: Even in war zones media is allowed. Why Turkish riot police black out Gezi Park to media. #occupygezi #turkey #istanbulprot
345990898695413760,Sat Jun 15 19:47:13 +0000 2013,RT @Hannes_Swoboda: I can only repeat: @RT_erdogan stop the police attacking a peaceful demonstration. The right of assembly is a human rig
345990911890694145,Sat Jun 15 19:47:16 +0000 2013,RT @andrewegardner: All entrances to #taksim square sealed by police firing tear gas and water cannon #occupygezi
345990915036422144,Sat Jun 15 19:47:17 +0000 2013,""RT @DesertAnarchist: Masks, Blood expired.! #direngezi http://t.co/uR6aRMowJL #occupygezi #Taksim #Turkey @Anon_Central",Sat Jun 15 19:47:04 +0000 2013
102,1285876556,False,3,,0.0,,0,0.6667,,341623990927913000,"A mosque in Turkey desecrated and turned into a dump by Turkish demonstrators. 
http://t.co/etP1knfovw",Mon Jun 03 18:34:41 +0000 2013
103,1285876557,False,3,,0.0,,0,0.6667,,347775260684337000,RT @FT: Germany has blocked EU talks with Turkey in the wake of Ankara's crackdown on mass demonstrations: http://t.co/NrjL56ySRN,Thu Jun 20 17:57:38 +0000 2013
104,1285876558,False,3,1.0,1.0,,1,1.0,,340599438185730000,RT @moftasa: Signs of excessive use of tear gas. A principle in toxicology: the dose makes the poison. #occupyGezi #Istanbul http://t.co/Np,Fri May 31 22:43:28 +0000 2013
105,1285876559,False,3,,,,0,1.0,,343008780436521000,"Friday, June 7, 2013
Soups
Beef Stroganoff
French Onion
Specials
#1-Texas Turkey Rueben- Turkey, Pepper jack... http://t.co/LuMiAJ6Sfm",Fri Jun 07 14:17:20 +0000 2013
106,1285876560,False,3,,,,0,1.0,,343009526745793000,RT @KocainaVixen: I love turkey bacon ,Fri Jun 07 14:20:18 +0000 2013
107,1285876561,False,3,0.0,1.0,,1,1.0,,343320928740057000,Penguins became the symbol of revolution #direnantartika #direngezi #geziparki #gezibizim #occupygezi http://t.co/e7ICxhRNuJ,Sat Jun 08 10:57:42 +0000 2013
108,1285876562,False,3,,,,0,1.0,,343807012334879000,"RT @DraftExpress: Giannis Adetokunbo's line tonight for U20 Greece team vs Turkey: 17 points (4/5 2P, 2/4 3P), 5 rebounds, 1 assist, 4 foul",Sun Jun 09 19:09:14 +0000 2013
109,1285876563,False,5,0.0,0.8,,1,1.0,,340465883501703000,RT @koraycaliskan: Turkey's Gezi Park in stanbul is the new Tahrir of the Region. Erdoan wants to cut trees and build a mall on a public ,Fri May 31 13:52:46 +0000 2013
110,1285876564,False,3,,0.0,,0,0.6667,,342569225895940000,RT @insanhaklarimiz: The rising costs of police violence: http://t.co/yvUCKoTHkh via @wordpressdotcom #humanrightsforturkey #turkey more th,Thu Jun 06 09:10:42 +0000 2013
111,1285876565,False,3,1.0,0.6667,,1,1.0,,346010567884014000,RT @guardiannews: Turkish riot police move to clear protesters from Gezi Park http://t.co/USLYbdnbyC,Sat Jun 15 21:05:22 +0000 2013
112,1285876566,False,3,0.0,1.0,,1,1.0,,347431625426096000,He played piano for 14 hours straight amidst the protesters and cops in #Taksim Square: http://t.co/4AHHfnAL3i,Wed Jun 19 19:12:09 +0000 2013
113,1285876567,False,3,,,,0,1.0,,340632270740263000,"RT @OccupyLondon: Turkish citizens will be in Hyde Park tomorrow (Saturday) at 11 a.m, to protest against Turkish Goverment and Police forc",Sat Jun 01 00:53:56 +0000 2013
114,1285876568,False,3,0.0,0.6667,,1,1.0,,341091167699599000,RT @vampiricprime: #prayforturkey Turkish youth defending HIS ground with HIS flag from HIS own police force #occupygezi http://t.co/IEWmDu,Sun Jun 02 07:17:26 +0000 2013
115,1285876569,False,3,0.0,1.0,,1,1.0,,342265624287912000,RT @BBCWorld: Why are demonstrators mock-toasting the PM? What sparked the unrest? Our Q& A on Turkey's #occupygezi protests http://t.co/tVU,Wed Jun 05 13:04:18 +0000 2013
116,1285876570,False,5,0.0,1.0,,1,1.0,,341089912029852000,"RT @IvanCNN: My Report from Gezi Park &amp; Taksim Square, where the crowd chants ""Tayyip Resign"" http://t.co/ItSTjekgT6 #Istanbul",Sun Jun 02 07:12:26 +0000 2013
117,1285876571,False,5,,0.0,,0,0.6,,342204133039813000,RT @paulocoelho: Shame on us: tear gas used in Turkey against demonstrators is Made in Brasil @iavelar http://t.co/v8bcj4693N,Wed Jun 05 08:59:57 +0000 2013
