,Unnamed: 0,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,clean_text,non_vio_prob,vio_prob,violence_prediction
31,93,1657978051,False,finalized,3,3/30/2018 14:50:39,000,0.0,1.0,111,1,1.0,Fri May 31 16:33:07 +0000 2013,3.40506e+17,rt usrId hello world support us by sending messages with photos hold some httpAddress let us fill gezi park with the httpAddress #occupy,hello world support us sending messages photos hold let us fill occupy,0.9890826357208214,0.010917364279178625,0.0
32,102,1657978060,False,finalized,3,04/06/18 11:43,11,1.0,0.6645,110,1,0.6645,Wed Jun 05 07:34:32 +0000 2013,3.42183e+17,rt usrId turkey s woman in red ? image of a girl being sprayed with tear gas by police becomes symbol of violent protests httpAddress,woman red image girl sprayed tear gas police becomes symbol violent,0.18066204575697753,0.8193379542430224,1.0
33,103,1657978061,False,finalized,3,3/30/2018 15:33:35,000,0.0,1.0,111,1,1.0,Mon Jun 10 00:22:01 +0000 2013,3.43886e+17,rt usrId video #occupygezi #j10 barricades being reinforced in anticipation of attack on the camp httpAddress #istranbul httpAddress,video j barricades reinforced anticipation attack camp istranbul,0.7782302368765321,0.22176976312346788,0.0
34,105,1657978064,False,finalized,3,3/30/2018 15:04:47,111,1.0,1.0,111,1,1.0,Tue Jun 11 05:04:23 +0000 2013,3.44319e+17,rt usrId hundreds of police move past barricades in taksim square istanbul firing tear gas say eyewitnesses httpAddress,hundreds police move past barricades square firing tear gas say eyewitnesses,0.8305457643111293,0.16945423568887077,0.0
35,116,1657978078,False,finalized,3,3/30/2018 15:17:18,000,0.0,1.0,111,1,1.0,Sun Jun 16 18:20:00 +0000 2013,3.46331e+17,berlin in solidarity with turkish youth httpAddress #occupygezi,berlin solidarity youth,0.9031528740635981,0.09684712593640186,0.0
36,117,1657978079,False,finalized,3,3/30/2018 14:55:23,000,0.0,1.0,111,1,1.0,Sat Jun 15 11:33:33 +0000 2013,3.45867e+17,rt usrId #istanbul DD saturday municipal digger cleaning up inside gezi httpAddress spot the penguin httpAddress,saturday municipal digger cleaning inside spot penguin,0.8726481277652782,0.12735187223472172,0.0
37,118,1657978080,False,finalized,3,3/30/2018 14:58:05,001,0.0,0.6757,111,1,1.0,Thu Jun 13 16:25:07 +0000 2013,3.45215e+17,rt usrId unbelievable threat from turkey health minister today to prosecute doctors treating injured protestors #occupygezi #dir,unbelievable threat health minister today prosecute doctors treating injured protestors dir,0.9051455161980498,0.09485448380195025,0.0
38,119,1657978081,False,finalized,3,04/07/18 08:31,000,0.0,1.0,111,1,1.0,Sat Jun 01 09:40:27 +0000 2013,3.40765e+17,rt usrId istanbul you are not httpAddress #direngaziparki #occupygezi httpAddress,direngaziparki,0.8923167362700648,0.10768326372993524,0.0
39,121,1657978083,False,finalized,3,3/30/2018 14:50:09,000,0.0,1.0,111,1,1.0,Wed Jun 05 16:50:13 +0000 2013,3.42322e+17,rt usrId change the world one tweet at a httpAddress support #occupygezi by tweeting the hashtag #wearegezi,change world one tweet support tweeting hashtag wearegezi,0.9824856357745161,0.01751436422548403,0.0
40,122,1657978084,False,finalized,3,04/06/18 12:02,00,0.0,0.6648,11,1,0.6648,Tue Jun 11 19:16:14 +0000 2013,3.44534e+17,rt usrId announcement plz be responsive cansel a DD years old girl is lost at taksim httpAddress her family on stage plz help the,announcement plz responsive cansel years old girl lost family stage plz help,0.5467627950829176,0.45323720491708225,1.0
41,123,1657978085,False,finalized,3,04/06/18 11:52,111,1.0,1.0,111,1,1.0,Sun Jun 02 17:34:05 +0000 2013,3.41246e+17,proof of the police violence in turkey usrId usrId usrId usrId usrId httpAddress #turkey #direngeziparki,proof police violence,0.5822882045332071,0.4177117954667929,1.0
42,124,1657978086,False,finalized,3,4/13/2018 10:37:34,01,1.0,0.3448,110,1,0.6552,Sat Jun 01 00:17:15 +0000 2013,3.40623e+17,video turkish police brutally disperse istanbul park demolition protest,video police brutally disperse demolition,0.8023303100268718,0.19766968997312812,0.0
43,127,1657978089,False,finalized,3,04/06/18 11:49,01,0.0,0.3412,110,1,0.6645,Mon Jun 03 22:24:32 +0000 2013,3.41682e+17,rt usrId act now ! send a message to turkish authorities to end abuse and reveal extent of injuries httpAddress pls rt #occup,act send message authorities end abuse reveal extent injuries pls occup,0.898036031392595,0.10196396860740503,0.0
44,130,1657978092,False,finalized,3,3/30/2018 15:11:12,000,0.0,1.0,111,1,1.0,Mon Jun 17 23:01:19 +0000 2013,3.46765e+17,rt usrId what is happening in #taksim and #ankara should get support of worldwide members of #occupy httpAddress httpAddress,happening ankara get support worldwide members occupy,0.949456823912775,0.05054317608722513,0.0
45,131,1657978093,False,finalized,3,3/30/2018 15:11:00,00,0.0,0.6606,101,1,0.6606,Mon Jun 03 12:39:59 +0000 2013,3.41535e+17,turkey it s not about the park anymore what began as a small sit in over the turkish government s plan to httpAddress httpAddress,anymore began small sit government plan,0.828243693658146,0.17175630634185407,0.0
46,132,1657978094,False,finalized,3,3/30/2018 14:53:42,0,0.0,0.0,100,0,0.672,Thu Jun 06 09:17:49 +0000 2013,3.42571e+17,rt usrId solidarity with the people of httpAddress fuck the police,solidarity people fuck police,0.6952578299780646,0.3047421700219352,0.0
47,133,1657978095,False,finalized,3,3/30/2018 15:16:10,000,0.0,1.0,111,1,1.0,Sat Jun 01 16:48:25 +0000 2013,3.40872e+17,#direngaziparki httpAddress things happening in turkey open in a browser,direngaziparki things happening open browser,0.8865215554921753,0.11347844450782463,0.0
48,135,1657978097,False,finalized,3,3/30/2018 15:19:48,00,0.0,0.6594,11,1,0.6594,Mon Jun 03 22:07:04 +0000 2013,3.41677e+17,rt usrId despite attack on httpAddress we continue to post updates on bradley #manning trial protests in #turkey and other s,despite attack continue post updates bradley manning trial,0.9365044671000466,0.06349553289995337,0.0
49,136,1657978098,False,finalized,3,3/30/2018 14:50:09,0,0.0,0.0,100,0,0.6622,Sun Jun 09 18:33:07 +0000 2013,3.43798e+17,#gezi #ikea mete and bahar httpAddress,ikea mete bahar,0.8923167362700648,0.10768326372993524,0.0
50,140,1657978102,False,finalized,3,3/30/2018 15:14:33,00,0.0,0.6631,11,1,0.6631,Sat Jun 15 19:03:26 +0000 2013,3.4598e+17,usrId then off to taksim ?,,0.8923167362700648,0.10768326372993524,0.0
51,623,1657978954,False,finalized,3,04/03/18 17:29,00,0.0,0.6667,101,1,0.6667,Thu Jun 13 20:20:47 +0000 2013,3.45275e+17,rt usrId taksim now httpAddress,,0.8923167362700648,0.10768326372993524,0.0
52,716,1657979129,False,finalized,3,04/07/18 15:51,000,0.0,1.0,111,1,1.0,Fri Jun 14 19:21:43 +0000 2013,3.45622e+17,rt usrId 20 30 in the park httpAddress #occupygezi,,0.8923167362700648,0.10768326372993524,0.0
53,904,1657979460,False,finalized,3,04/04/18 09:03,0,0.0,0.0,10,0,0.6658,Mon Jun 03 12:24:41 +0000 2013,3.41531e+17,rt usrId turkey now ! httpAddress,,0.8923167362700648,0.10768326372993524,0.0
54,141,1657978103,False,finalized,3,04/06/18 14:16,01,0.0,0.3398,110,1,0.6659,Thu Jun 13 18:56:34 +0000 2013,3.45253e+17,mothers surrounded gezi to protect their children from riot police usrId usrId usrId usrId httpAddress,mothers surrounded protect children riot police,0.7777362485638082,0.22226375143619173,0.0
55,145,1657978107,False,finalized,3,3/30/2018 15:00:03,1,0.0,0.0,10,0,0.6617,Fri May 31 20:24:51 +0000 2013,3.40565e+17,rt usrId bbc world is showing awful scenes from today s protests in httpAddress turkey s tv24 airing an erdogan anti smoking speec,bbc world showing awful scenes today tv airing erdogan anti smoking speec,0.9534695374563489,0.046530462543651153,0.0
56,146,1657978108,False,finalized,3,4/13/2018 11:01:30,000,0.0,1.0,111,1,1.0,Fri May 31 17:32:08 +0000 2013,3.40521e+17,all cops are bastards #direngezipark,cops bastards,0.8923167362700648,0.10768326372993524,0.0
57,148,1657978110,False,finalized,3,3/30/2018 15:09:17,0,0.0,0.0,1,0,0.6581,Wed Jun 05 21:50:22 +0000 2013,3.42398e+17,these days no one in iraq is httpAddress one in sirya is safe no one in lebanon no one in pakistan no one in turkey no one is httpAddress days,days one iraq one sirya safe one lebanon one pakistan one one days,0.8923167362700648,0.10768326372993524,0.0
58,161,1657978127,False,finalized,3,3/30/2018 15:33:35,00,0.0,0.6667,101,1,0.6667,Sat Jun 01 16:52:08 +0000 2013,3.40873e+17,turkey protesters and police clash over park httpAddress,police clash,0.8567370719100548,0.14326292808994523,0.0
59,166,1657978133,False,finalized,3,04/06/18 14:11,000,0.0,1.0,111,1,1.0,Thu Jun 13 15:04:38 +0000 2013,3.45195e+17,#harleydavidson club marmaris raises 5 00 tl 2 00 euros to buy gas masks to the people of #gezipark,harleydavidson club marmaris raises tl euros buy gas masks people gezipark,0.569662396280118,0.430337603719882,1.0
60,167,1657978134,False,finalized,3,3/30/2018 15:08:49,000,0.0,1.0,111,1,1.0,Sat Jun 08 21:46:39 +0000 2013,3.43484e+17,rt usrId #occupygezi we are one httpAddress,one,0.8923167362700648,0.10768326372993524,0.0
61,168,1657978135,False,finalized,3,3/30/2018 15:29:27,0,0.0,0.0,1,0,0.664,Fri Jun 07 20:16:25 +0000 2013,3.43099e+17,rt usrId conspiracy against turkey s progress and httpAddress they can t stand modern turkey with islamic httpAddress get lost you secu,conspiracy progress stand modern islamic get lost secu,0.8923167362700648,0.10768326372993524,0.0
62,169,1657978136,False,finalized,3,04/06/18 11:46,11,1.0,0.6645,110,1,0.6645,Fri May 31 21:02:14 +0000 2013,3.40574e+17,video clashes at istanbul park protest httpAddress,video clashes,0.8825577693398171,0.11744223066018296,0.0
63,171,1657978139,False,finalized,3,3/30/2018 15:28:45,000,0.0,1.0,111,1,1.0,Sun Jun 02 12:38:03 +0000 2013,3.41172e+17,erdogan is allowing the people to declare the protestors anti religious with his latest httpAddress #occupygezi #direngeziparki,erdogan allowing people declare protestors anti religious latest,0.9682902011516507,0.03170979884834929,0.0
64,173,1657978144,False,finalized,3,04/03/18 20:24,000,0.0,1.0,111,1,1.0,Tue Jun 11 18:21:50 +0000 2013,3.4452e+17,rt usrId cnn international europe has a new hitler #occupygezi #direngezi #direngeziseninleyiz,cnn international europe new hitler direngezi direngeziseninleyiz,0.6138466222510454,0.38615337774895464,1.0
65,174,1657978146,False,finalized,3,04/03/18 17:11,000,0.0,1.0,111,1,1.0,Wed Jun 12 17:07:59 +0000 2013,3.44864e+17,top news calm for now in turkey protests as both sides talk usa today bbc newscalm for now in turkey httpAddress httpAddress,top news calm sides talk usa today bbc newscalm,0.8813979374363443,0.11860206256365574,0.0
66,175,1657978147,False,finalized,3,4/22/2018 12:44:15,001,0.0,0.6783,111,1,1.0,Sun Jun 23 15:21:05 +0000 2013,3.48823e+17,rt usrId rt usrId kadikoy square istanbul all protesting now httpAddress ll #turkey #occupygezi,kadikoy square protesting,0.8821956268870984,0.11780437311290184,0.0
67,178,1657978153,False,finalized,3,04/03/18 21:20,00,0.0,0.6757,110,1,0.6757,Wed Jun 05 22:58:48 +0000 2013,3.42415e+17,rt usrId may martyr #abdullahcomert httpAddress ppl commemorating httpAddress httpAddress,martyr abdullahcomert ppl commemorating,0.8923167362700648,0.10768326372993524,0.0
68,179,1657978156,False,finalized,3,04/07/18 17:07,000,0.0,1.0,111,1,1.0,Sat Jun 01 07:44:16 +0000 2013,3.40736e+17,rt usrId shame on you usrId for this first page today after what has been going on in turkey #direngeziparki #occupygezi httpAddress,shame first page today going,0.9343312421946709,0.06566875780532913,0.0
69,182,1657978163,False,finalized,3,04/06/18 12:40,00,0.0,0.6695,110,1,0.6695,Sun Jun 09 20:29:31 +0000 2013,3.43827e+17,rt usrId #erdogan world sees you as incredible shrinking man stop the threats engage dialogue forget the shopping httpAddress,erdogan world sees incredible shrinking man stop threats engage dialogue forget shopping,0.9810674946299098,0.01893250537009017,0.0
70,184,1657978168,False,finalized,3,4/23/2018 13:26:09,11,1.0,0.6609,11,1,0.6609,Mon Jun 03 09:28:45 +0000 2013,3.41487e+17,usrId ran over by tank at taksim square protests httpAddress,ran tank square,0.8821956268870984,0.11780437311290184,0.0
71,189,1657978176,False,finalized,3,04/03/18 17:11,111,1.0,1.0,111,1,1.0,Sun Jun 16 19:22:40 +0000 2013,3.46347e+17,rt usrId #occupygezi #killererdogan #resistanbul this is the another chemical used in water canons against the httpAddress http,killererdogan resistanbul another chemical used water canons,0.5465673816350082,0.4534326183649917,1.0
72,195,1657978187,False,finalized,3,4/23/2018 13:26:09,111,1.0,1.0,111,1,1.0,Fri May 31 19:42:23 +0000 2013,3.40554e+17,rt usrId ununiformed cops attacking shops for provocation ! usrId live in taksim square istanbul #direngezipark usrId,ununiformed cops attacking shops provocation live square,0.8408783056518189,0.159121694348181,0.0
73,197,1657978194,False,finalized,3,04/03/18 18:36,000,0.0,1.0,111,1,1.0,Sat Jun 01 00:21:30 +0000 2013,3.40624e+17,rt usrId good morning istanbul ! it is 3 15 am but nobody in harbiye or osmanbey is httpAddress pots and pans and car horns and marchers,good morning nobody harbiye osmanbey pots pans car horns marchers,0.86271046724384,0.1372895327561599,0.0
74,201,1657978203,False,finalized,3,04/03/18 17:53,1,0.0,0.0,1,0,0.6594,Sun Jun 02 17:50:55 +0000 2013,3.41251e+17,erdogan in the name of what do those vandals break the glass frames of the merchant shops ?,erdogan name vandals break glass frames merchant shops,0.9434848207969948,0.05651517920300515,0.0
75,203,1657978206,False,finalized,3,04/03/18 17:29,000,0.0,1.0,111,1,1.0,Sun Jun 09 21:28:39 +0000 2013,3.43842e+17,rt usrId i support all my fans from turkey who are protesting there government right now ! this is for you tayyipi sikeyim ! #turke,support fans protesting government right tayyipi sikeyim turke,0.9668008771699952,0.033199122830004764,0.0
76,213,1657978229,False,finalized,3,04/03/18 17:15,111,1.0,1.0,111,1,1.0,Thu Jun 13 17:59:50 +0000 2013,3.45239e+17,rt usrId fashionable to wear gas mask helmet goggles downtown istanbul httpAddress sure how many will actually stay if violence erup,fashionable wear gas mask helmet goggles downtown sure many actually stay violence erup,0.65326050640251,0.34673949359748996,1.0
77,218,1657978244,False,finalized,3,4/23/2018 09:44:48,1,0.0,0.0,1,0,0.6783,Fri May 31 15:18:53 +0000 2013,3.40488e+17,rt usrId picture dozens injured as tear gas fired at protesters opposing revamp of #istanbul s #taksim square httpAddress,picture dozens injured tear gas fired opposing revamp square,0.15797599431742945,0.8420240056825706,1.0
78,226,1657978254,False,finalized,3,04/03/18 18:13,000,0.0,1.0,111,1,1.0,Sat Jun 08 19:29:29 +0000 2013,3.4345e+17,rt usrId place #taksim at this time #occupygezi #turkey httpAddress via usrId,place time via,0.9431792712945711,0.05682072870542886,0.0
79,227,1657978255,False,finalized,3,04/03/18 20:51,00,0.0,0.6612,11,1,0.6612,Wed Jun 19 11:35:18 +0000 2013,3.47317e+17,standing the newest form of protest in turkey httpAddress,standing newest form,0.8601578800465329,0.13984211995346696,0.0
80,229,1657978257,False,finalized,3,04/03/18 18:06,0,0.0,0.0,10,0,0.6676,Sat Jun 01 01:26:33 +0000 2013,3.4064e+17,rt usrId huge disconnect btwn what i m seeing in media about istanbul and what social media is httpAddress,huge disconnect btwn seeing media social media,0.7710661354227799,0.22893386457721995,0.0
81,236,1657978266,False,finalized,3,04/03/18 18:10,10,0.0,0.3388,101,1,0.6667,Thu Jun 13 22:08:06 +0000 2013,3.45302e+17,rt usrId sad to hear of the violence in httpAddress examine yr actions with yr heart amp ,sad hear violence examine yr actions yr heart,0.8408374654059858,0.15916253459401405,0.0
82,244,1657978283,False,finalized,3,04/07/18 09:54,1,0.0,0.0,1,0,0.6767,Sat Jun 01 08:27:00 +0000 2013,3.40746e+17,rt usrId police accused of excessive force in #istanbul httpAddress at 4 day protest over #taksim square plans httpAddress,police accused excessive force day square plans,0.6814176178606854,0.31858238213931467,0.0
83,246,1657978288,False,finalized,3,04/07/18 09:51,000,0.0,1.0,111,1,1.0,Sat Jun 08 16:21:16 +0000 2013,3.43402e+17,rt usrId #istanbul mayor says no shopping mall to be built at #gezi park but military barracks project to continue ,mayor says shopping mall built military barracks project continue,0.805553189658343,0.1944468103416572,0.0
84,250,1657978293,False,finalized,3,04/03/18 21:52,00,0.0,0.6594,11,1,0.6594,Mon Jun 03 06:36:29 +0000 2013,3.41443e+17,what is happening in httpAddress,happening,0.9031560248583516,0.0968439751416486,0.0
85,875,1657979403,False,finalized,3,04/04/18 09:07,00,0.0,0.6658,110,1,0.6658,Fri May 31 16:41:42 +0000 2013,3.40508e+17,rt usrId happening now in istanbul s taksim httpAddress #turkey httpAddress,happening,0.9031560248583516,0.0968439751416486,0.0
86,253,1657978299,False,finalized,3,4/23/2018 09:30:58,011,1.0,0.6609,111,1,1.0,Sun Jun 02 01:43:54 +0000 2013,3.41007e+17,rt usrId the police now attacking the bahcesehir httpAddress support us . #occupygezi #direngeziparki httpAddress,police attacking bahcesehir support us,0.886742789696441,0.11325721030355877,0.0
87,255,1657978304,False,finalized,3,04/03/18 17:19,000,0.0,1.0,111,1,1.0,Fri Jun 14 17:49:59 +0000 2013,3.45599e+17,rt usrId twitter refuses to share the data of its users detained in #occupygezi protests httpAddress via usrId #t,twitter refuses share data users detained via t,0.8923167362700648,0.10768326372993524,0.0
88,257,1657978310,False,finalized,3,04/03/18 18:49,00,0.0,0.6612,101,1,0.6612,Tue Jun 18 14:32:21 +0000 2013,3.46999e+17,in turkey a new form of protest standing silently for hours httpAddress,new form standing silently hours,0.7968506377849853,0.20314936221501434,0.0
89,258,1657978312,False,finalized,3,04/06/18 12:54,101,1.0,0.6666,111,1,1.0,Sat Jun 15 18:17:11 +0000 2013,3.45968e+17,heavy attack on gezi park right httpAddress police have cleared the square and are heading into the httpAddress,heavy attack right police cleared square heading,0.8211034278892181,0.17889657211078172,0.0
90,260,1657978315,False,finalized,3,04/04/18 08:55,0,0.0,0.0,10,0,0.6658,Thu Jun 13 03:28:52 +0000 2013,3.4502e+17,D canadian journalists detained during istanbul protests people s daily online httpAddress,d canadian journalists detained people daily online,0.8639455757826315,0.13605442421736855,0.0
