,Unnamed: 0,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,clean_text,non_vio_prob,vio_prob,violence_prediction
15,26,1657977971,FALSE,finalized,3,3/30/2018 14:53:42,"""000""",0,1,"""111""",1,1,Sat Jun 01 05:59:18 +0000 2013,3.41E+17,rt usrId washington post a guide to what is happening at gezi park httpAddress,washington post guide happening,0.948522129,0.051477871,0
16,29,1657977975,FALSE,finalized,3,3/30/2018 15:28:45,"""0""",0,0,"""010""",0,0.6676,Mon Jun 17 16:51:46 +0000 2013,3.47E+17,ifj journalists call for international action to end crackdown on media in turkey httpAddress,ifj journalists call international action end crackdown media,0.858693984,0.141306016,0
17,37,1657977984,FALSE,finalized,3,04/07/18 08:48,"""nan""",0,0,"""000""",0,1,Sat Jun 22 22:01:42 +0000 2013,3.49E+17,muffy vanderbear dressed as pilgrim and turkey complete DD thanksgiving httpAddress httpAddress #bear #muffy,muffy vanderbear dressed pilgrim complete thanksgiving bear muffy,0.948522129,0.051477871,0
18,42,1657977990,FALSE,finalized,3,3/30/2018 15:24:54,"""nan""",0,0,"""000""",0,1,Thu Jun 06 17:18:57 +0000 2013,3.43E+17,rt usrId live #taksim square now on air 3D2692132DD1686016 thu jun DD 17 19 05 00 2013 turkey sandwiches get old after a week !! #ohwell 3D2692168110059520 thu jun DD 17 19 1D 00 2013 my famous breakfast beast wich ! D egg whites D pieces of turkey bacon on a whole wheat httpAddress httpAddress,live square air d sandwiches get old week ohwell d d famous breakfast beast wich d egg whites d pieces bacon whole wheat,0.829192967,0.170807033,0
19,44,1657977993,FALSE,finalized,3,3/30/2018 15:14:33,"""000""",0,1,"""111""",1,1,Mon Jun 03 14:38:11 +0000 2013,3.42E+17,rt usrId spartacus has arrived gezipark ! httpAddress #occupygezi via usrId,spartacus arrived gezipark via,0.956448379,0.043551621,0
20,46,1657977995,FALSE,finalized,3,3/30/2018 15:28:45,"""nan""",0,0,"""000""",0,1,Mon Jun 17 12:12:47 +0000 2013,3.47E+17,rt usrId here s the pro erdogan newspaper yeni afak today with a messages on its front page in english httpAddress,pro erdogan newspaper yeni afak today messages front page english,0.993127162,0.006872838,0
21,47,1657977996,FALSE,finalized,3,04/07/18 08:38,"""nan""",0,0,"""000""",0,1,Tue Jun 25 13:25:44 +0000 2013,3.50E+17,#bumpshowmeetbieber stanbul turkey x301,bumpshowmeetbieber stanbul x,0.92103792,0.07896208,0
22,535,1657978798,FALSE,finalized,3,04/03/18 18:13,"""nan""",0,0,"""000""",0,1,Mon Jun 24 20:50:29 +0000 2013,3.49E+17,#bumpshowmeetbieber stanbul turkey x166,bumpshowmeetbieber stanbul x,0.92103792,0.07896208,0
24,56,1657978006,FALSE,finalized,3,3/30/2018 15:04:47,"""000""",0,1,"""111""",1,1,Thu Jun 13 18:53:44 +0000 2013,3.45E+17,rt usrId #turkey prime minister erdogan to meet protesters at 20 00 gmt over plans to redevelop istanbul s #gezi park httpAddress,prime minister erdogan meet gmt plans redevelop,0.989205669,0.010794331,0
26,59,1657978010,FALSE,finalized,3,04/07/18 08:38,"""nan""",0,0,"""000""",0,1,Sat Jun 22 09:59:45 +0000 2013,3.48E+17,occupy turkey put humanity first way above class superiority because once people are reduced to the elite s httpAddress httpAddress,occupy put humanity first way class superiority people reduced elite,0.931152388,0.068847612,0
28,62,1657978014,FALSE,finalized,3,3/30/2018 15:31:17,"""000""",0,1,"""111""",1,1,Fri May 31 17:38:01 +0000 2013,3.41E+17,the whole world is watching how peoples of turkey httpAddress government should watch out people now learn to resist ! httpAddress,whole world watching peoples government watch people learn resist,0.983456786,0.016543214,0
30,64,1657978016,FALSE,finalized,3,3/30/2018 14:55:59,"""nan""",0,0,"""000""",0,1,Fri Jun 07 10:48:23 +0000 2013,3.43E+17,literally just sent the most boring text to usrId httpAddress do you fancy turkey burgers for lunch ? wtf am i turning into ?!,literally sent boring text fancy burgers lunch wtf turning,0.957137893,0.042862107,0
31,66,1657978018,FALSE,finalized,3,04/06/18 11:40,"""nan""",0,0,"""000""",0,1,Sun Jun 23 20:36:00 +0000 2013,3.49E+17,usrId v early cooked meal potatoes roast pot peas turkey burgers but just had dish of doritos not as good i know aww,v early cooked meal potatoes roast pot peas burgers dish doritos good know aww,0.959804494,0.040195506,0
32,67,1657978019,FALSE,finalized,3,3/30/2018 15:00:58,"""000""",0,1,"""111""",1,1,Mon Jun 03 09:16:42 +0000 2013,3.41E+17,usrId i m trying D do my best as well tweeting in en about #occupygezi,trying d best well tweeting en,0.92825907,0.07174093,0
33,72,1657978025,FALSE,finalized,3,04/06/18 14:16,"""00""",0,0.6738,"""101""",1,0.6738,Wed Jun 19 06:43:28 +0000 2013,3.47E+17,inside istanbuls taksim square httpAddress jun DD 06 43 54 00 2013 rt usrId one of the most beautiful horse in the world in httpAddress httpAddress jun DD 06 44 32 00 2013 rt usrId i am in #oslo tomorrow time to stand still ! #turkey #wearegezi #turkeynotalone #duranadam 34724364935824588 wed jun DD 06 45 12 00 2013 rt usrId international group reporters without borders rsf rwb condemns violence against journalists at #occupygezi httpAddress jun DD 06 45 22 00 2013 gezi was all a conspiracy against me ! decries fuhrer erdogan turkish prime minister vows to httpAddress httpAddress jun DD 06 46 04 00 2013 rt usrId turkey s standing man joins ranks of history s iconic symbols of human drama httpAddress vw 347243983916896256 wed jun DD 06 46 31 00 2013 dozens held in turkey silent protester goes viral reuters share with friends top news stories rss .. httpAddress,inside istanbuls square one beautiful horse world oslo tomorrow time stand still wearegezi turkeynotalone duranadam international group reporters without borders rsf rwb condemns violence journalists conspiracy decries fuhrer erdogan prime minister vows standing man joins ranks history iconic symbols human drama vw dozens held silent protester goes viral reuters share friends top news stories rss,0.999906881,9.31E-05,0
34,75,1657978029,FALSE,finalized,3,3/30/2018 15:24:54,"""nan""",0,0,"""000""",0,1,Tue Jun 04 15:30:35 +0000 2013,3.42E+17,opinion recep tayyip erdogan and the turkey riots httpAddress,opinion recep tayyip erdogan riots,0.976982689,0.023017311,0
35,77,1657978032,FALSE,finalized,3,04/06/18 12:45,"""100""",0,0.6648,"""111""",1,1,Wed Jun 12 17:19:29 +0000 2013,3.45E+17,#us coverage on #taksim #democracy #direngeziparki #occupytaksim #occupygezi #istanbul #turkey httpAddress,us coverage democracy occupytaksim,0.942637449,0.057362551,0
36,79,1657978034,FALSE,finalized,3,3/30/2018 15:16:10,"""00""",0,0.664,"""110""",1,0.664,Sat Jun 01 16:56:20 +0000 2013,3.41E+17,rt usrId social networking websites blocked in #turkey ! please spread their revolution !! #turkishspring httpAddress,social networking websites blocked please spread revolution turkishspring,0.756611183,0.243388817,0
37,80,1657978035,FALSE,finalized,3,04/07/18 08:31,"""100""",0,0.6648,"""111""",1,1,Sat Jun 15 18:29:30 +0000 2013,3.46E+17,to everyone in taksim square what is happening ? #taksim #gezi #istanbul,everyone square happening,0.935195922,0.064804078,0
38,83,1657978038,FALSE,finalized,3,3/30/2018 15:11:12,"""nan""",0,0,"""000""",0,1,Fri Jun 07 12:50:54 +0000 2013,3.43E+17,rt usrId httpAddress mt usrId erdogan says eu s hypocritical attitude discouraged tr s ambition to be a member httpAddress 70 support is,mt erdogan says eu hypocritical attitude discouraged tr ambition member support,0.991481814,0.008518186,0
39,84,1657978040,FALSE,finalized,3,3/30/2018 15:26:50,"""0""",0,0,"""010""",0,0.672,Mon Jun 10 22:32:05 +0000 2013,3.44E+17,just commented on usrId young urban women the face of turkey amp ,commented young urban women face,0.964235847,0.035764153,0
40,88,1657978045,FALSE,finalized,3,04/07/18 08:31,"""nan""",0,0,"""000""",0,1,Thu Jun 13 18:14:29 +0000 2013,3.45E+17,usrId usrId when you start packing and you get that holiday feeling that makes you smile #turkey #sun #sand #beach,start packing get holiday feeling makes smile sand beach,0.948522129,0.051477871,0
41,89,1657978046,FALSE,finalized,3,04/06/18 11:43,"""00""",0,0.6767,"""101""",1,0.6767,Sat Jun 08 21:25:49 +0000 2013,3.43E+17,rt usrId erdogan said youth should not bang on pots amp ,erdogan said youth bang pots,0.983331641,0.016668359,0
42,91,1657978048,FALSE,finalized,3,04/06/18 11:49,"""nan""",0,0,"""000""",0,1,Tue Jun 04 12:31:07 +0000 2013,3.42E+17,tuesday jun 4th soup of the day cream of broccoli or beef httpAddress roast turkey stuffing with mashed potatoes httpAddress httpAddress,tuesday th soup day cream broccoli beef roast stuffing mashed potatoes,0.962412677,0.037587323,0
43,92,1657978050,FALSE,finalized,3,4/13/2018 10:37:34,"""nan""",0,0,"""000""",0,1,Mon Jun 10 22:27:48 +0000 2013,3.44E+17,i promised my buddy jose zapata to stop worrying about the situation in turkey for a httpAddress and to listen httpAddress httpAddress,promised buddy jose zapata stop worrying situation listen,0.958050783,0.041949217,0
44,93,1657978051,FALSE,finalized,3,3/30/2018 14:50:39,"""000""",0,1,"""111""",1,1,Fri May 31 16:33:07 +0000 2013,3.41E+17,rt usrId hello world support us by sending messages with photos hold some httpAddress let us fill gezi park with the httpAddress #occupy,hello world support us sending messages photos hold let us fill occupy,0.9714936,0.0285064,0
46,95,1657978053,FALSE,finalized,3,3/30/2018 15:16:10,"""11""",1,0.664,"""011""",1,0.664,Sat Jun 01 18:57:26 +0000 2013,3.41E+17,bbc news turkish protesters pack taksim square as police withdraw httpAddress,bbc news pack square police withdraw,0.545036951,0.454963049,1
48,97,1657978055,FALSE,finalized,3,3/30/2018 14:50:39,"""000""",0,1,"""111""",1,1,Sat Jun 08 14:30:45 +0000 2013,3.43E+17,rt usrId rt usrId #taksim is httpAddress #sndenblock #occupyfrankfurt #blockupy #occupytaksim httpAddress #,sndenblock occupyfrankfurt blockupy occupytaksim,0.968121154,0.031878846,0
49,98,1657978056,FALSE,finalized,3,3/30/2018 15:26:50,"""00""",0,0.672,"""101""",1,0.672,Sat Jun 01 11:25:12 +0000 2013,3.41E+17,rt usrId #geziparki people of the world u must know each city region country must have atleast 25 green cover amp ,people world u must know city region country must atleast green cover,0.983239296,0.016760704,0
50,101,1657978059,FALSE,finalized,3,04/06/18 14:16,"""000""",0,1,"""111""",1,1,Sat Jun 08 22:23:17 +0000 2013,3.43E+17,rt usrId an act of collective liberation is going on right now at httpAddress it is in every sense a revolutionary httpAddress http,act collective liberation going right every sense revolutionary,0.987608308,0.012391692,0
51,107,1657978067,FALSE,finalized,3,3/30/2018 14:55:23,"""nan""",0,0,"""000""",0,1,Sat Jun 15 10:24:09 +0000 2013,3.46E+17,rt usrId duden waterfalls in antalya gt ,duden waterfalls antalya gt,0.948522129,0.051477871,0
52,109,1657978070,FALSE,finalized,3,3/30/2018 14:55:23,"""nan""",0,0,"""000""",0,1,Mon Jun 17 20:14:07 +0000 2013,3.47E+17,tahiti scored in the same minute as gerrard in httpAddress its going to happen,tahiti scored minute gerrard going happen,0.969868293,0.030131707,0
53,111,1657978073,FALSE,finalized,3,04/06/18 14:51,"""nan""",0,0,"""000""",0,1,Sun Jun 02 16:01:15 +0000 2013,3.41E+17,rt usrId #1staid4 #egypt #jan25 burns arabic english httpAddress #yemen #bahrain #libya #syria #turk,staid egypt burns arabic english yemen bahrain libya syria turk,0.95861883,0.04138117,0
54,113,1657978075,FALSE,finalized,3,04/06/18 14:51,"""nan""",0,0,"""000""",0,1,Tue Jun 11 21:43:48 +0000 2013,3.45E+17,watching this turkey drama unfolding on tv is httpAddress,watching drama unfolding tv,0.949049574,0.050950426,0
55,114,1657978076,FALSE,finalized,3,04/06/18 12:02,"""nan""",0,0,"""000""",0,1,Thu Jun 20 17:04:47 +0000 2013,3.48E+17,far from home ! #sydney maiden s tower #istanbul #bosphorous httpAddress,far home sydney maiden tower bosphorous,0.890941157,0.109058843,0
56,116,1657978078,FALSE,finalized,3,3/30/2018 15:17:18,"""000""",0,1,"""111""",1,1,Sun Jun 16 18:20:00 +0000 2013,3.46E+17,berlin in solidarity with turkish youth httpAddress #occupygezi,berlin solidarity youth,0.968816451,0.031183549,0
57,117,1657978079,FALSE,finalized,3,3/30/2018 14:55:23,"""000""",0,1,"""111""",1,1,Sat Jun 15 11:33:33 +0000 2013,3.46E+17,rt usrId #istanbul DD saturday municipal digger cleaning up inside gezi httpAddress spot the penguin httpAddress,saturday municipal digger cleaning inside spot penguin,0.948522129,0.051477871,0
58,128,1657978090,FALSE,finalized,3,3/30/2018 14:50:09,"""nan""",0,0,"""000""",0,1,Tue Jun 04 20:43:43 +0000 2013,3.42E+17,once placement is over i am definitely fasting before turkey,placement definitely fasting,0.948522129,0.051477871,0
59,129,1657978091,FALSE,finalized,3,3/30/2018 14:55:23,"""000""",0,1,"""111""",1,1,Mon Jun 17 16:38:44 +0000 2013,3.47E+17,rt usrId solidarity to #turkey #istanbul this ist for you httpAddress #occupygezi #direngezipark watch spread httpAddress,solidarity ist watch spread,0.944331882,0.055668118,0
60,130,1657978092,FALSE,finalized,3,3/30/2018 15:11:12,"""000""",0,1,"""111""",1,1,Mon Jun 17 23:01:19 +0000 2013,3.47E+17,rt usrId what is happening in #taksim and #ankara should get support of worldwide members of #occupy httpAddress httpAddress,happening ankara get support worldwide members occupy,0.911032114,0.088967886,0
61,132,1657978094,FALSE,finalized,3,3/30/2018 14:53:42,"""0""",0,0,"""100""",0,0.672,Thu Jun 06 09:17:49 +0000 2013,3.43E+17,rt usrId solidarity with the people of httpAddress fuck the police,solidarity people fuck police,0.871476211,0.128523789,0
62,133,1657978095,FALSE,finalized,3,3/30/2018 15:16:10,"""000""",0,1,"""111""",1,1,Sat Jun 01 16:48:25 +0000 2013,3.41E+17,#direngaziparki httpAddress things happening in turkey open in a browser,direngaziparki things happening open browser,0.929311238,0.070688762,0
63,134,1657978096,FALSE,finalized,3,3/30/2018 15:17:18,"""nan""",0,0,"""000""",0,1,Fri Jun 14 14:07:26 +0000 2013,3.46E+17,rt usrId reports in turkey that mikel has agreed to join httpAddress gutted if httpAddress,reports mikel agreed join gutted,0.912985427,0.087014573,0
64,135,1657978097,FALSE,finalized,3,3/30/2018 15:19:48,"""00""",0,0.6594,"""011""",1,0.6594,Mon Jun 03 22:07:04 +0000 2013,3.42E+17,rt usrId despite attack on httpAddress we continue to post updates on bradley #manning trial protests in #turkey and other s,despite attack continue post updates bradley manning trial,0.929811011,0.070188989,0
65,136,1657978098,FALSE,finalized,3,3/30/2018 14:50:09,"""0""",0,0,"""100""",0,0.6622,Sun Jun 09 18:33:07 +0000 2013,3.44E+17,#gezi #ikea mete and bahar httpAddress,ikea mete bahar,0.948522129,0.051477871,0
66,139,1657978101,FALSE,finalized,3,04/06/18 14:25,"""nan""",0,0,"""000""",0,1,Mon Jun 24 06:03:29 +0000 2013,3.49E+17,usrId chazzy is a dam fool dat i pitty that jive turkey never worked a day in his life i be da king ya feel ?,chazzy dam fool dat pitty jive never worked day life da king ya feel,0.962412677,0.037587323,0
67,144,1657978106,FALSE,finalized,3,3/30/2018 15:26:50,"""000""",0,1,"""111""",1,1,Mon Jun 17 19:11:58 +0000 2013,3.47E+17,rt usrId istanbul is under httpAddress police httpAddress today relatively httpAddress #occupygezi,police today relatively,0.919524541,0.080475459,0
68,148,1657978110,FALSE,finalized,3,3/30/2018 15:09:17,"""0""",0,0,"""001""",0,0.6581,Wed Jun 05 21:50:22 +0000 2013,3.42E+17,these days no one in iraq is httpAddress one in sirya is safe no one in lebanon no one in pakistan no one in turkey no one is httpAddress days,days one iraq one sirya safe one lebanon one pakistan one one days,0.990061333,0.009938667,0
69,151,1657978114,FALSE,finalized,3,04/06/18 14:25,"""01""",0,0.3468,"""110""",1,0.659,Wed Jun 05 14:25:20 +0000 2013,3.42E+17,rt usrId taksim square last night httpAddress,square last night,0.947829663,0.052170337,0
70,157,1657978122,FALSE,finalized,3,3/30/2018 15:11:00,"""0""",0,0,"""010""",0,0.6606,Sun Jun 02 08:22:25 +0000 2013,3.41E+17,rt usrId hypothesis this isn t the arab spring coming north to httpAddress it s european protest coming east to httpAddress this is a,hypothesis arab spring coming north european coming east,0.948522129,0.051477871,0
71,164,1657978130,FALSE,finalized,3,3/30/2018 15:24:33,"""00""",0,0.6594,"""011""",1,0.6594,Sat Jun 01 18:41:41 +0000 2013,3.41E+17,activist from taksim says she refuses any solidarity w taksim from an itl community that has ignored syria for D httpAddress httpAddress,activist says refuses solidarity w itl community ignored syria d,0.972381379,0.027618621,0
72,165,1657978132,FALSE,finalized,3,04/06/18 14:16,"""nan""",0,0,"""000""",0,1,Sat Jun 15 09:36:25 +0000 2013,3.46E+17,rt usrId the cia will deliver the arms for syria s rebels through bases already set up in turkey and jordan httpAddress,cia deliver arms syria rebels bases already set jordan,0.95861883,0.04138117,0
73,166,1657978133,FALSE,finalized,3,04/06/18 14:11,"""000""",0,1,"""111""",1,1,Thu Jun 13 15:04:38 +0000 2013,3.45E+17,#harleydavidson club marmaris raises 5 00 tl 2 00 euros to buy gas masks to the people of #gezipark,harleydavidson club marmaris raises tl euros buy gas masks people gezipark,0.930419081,0.069580919,0
74,172,1657978142,FALSE,finalized,3,04/07/18 08:48,"""nan""",0,0,"""000""",0,1,Sat Jun 01 09:55:56 +0000 2013,3.41E+17,getting drunk in turkey ? think twice httpAddress,getting drunk think twice,0.814998232,0.185001768,0
75,173,1657978144,FALSE,finalized,3,04/03/18 20:24,"""000""",0,1,"""111""",1,1,Tue Jun 11 18:21:50 +0000 2013,3.45E+17,rt usrId cnn international europe has a new hitler #occupygezi #direngezi #direngeziseninleyiz,cnn international europe new hitler direngezi direngeziseninleyiz,0.981390704,0.018609296,0
76,174,1657978146,FALSE,finalized,3,04/03/18 17:11,"""000""",0,1,"""111""",1,1,Wed Jun 12 17:07:59 +0000 2013,3.45E+17,top news calm for now in turkey protests as both sides talk usa today bbc newscalm for now in turkey httpAddress httpAddress,top news calm sides talk usa today bbc newscalm,0.943958005,0.056041995,0
77,175,1657978147,FALSE,finalized,3,4/22/2018 12:44:15,"""001""",0,0.6783,"""111""",1,1,Sun Jun 23 15:21:05 +0000 2013,3.49E+17,rt usrId rt usrId kadikoy square istanbul all protesting now httpAddress ll #turkey #occupygezi,kadikoy square protesting,0.942870019,0.057129981,0
78,180,1657978158,FALSE,finalized,3,04/03/18 18:11,"""nan""",0,0,"""000""",0,1,Thu Jun 06 22:13:46 +0000 2013,3.43E+17,if i get sunburnt here in about DD degrees in one httpAddress have no idea how i m going to survive two weeks in turkey in httpAddress,get sunburnt degrees one idea going survive two weeks,0.969868293,0.030131707,0
79,192,1657978181,FALSE,finalized,3,04/03/18 22:42,"""nan""",0,0,"""000""",0,1,Tue Jun 25 14:49:31 +0000 2013,3.50E+17,usrId had such a nice time in httpAddress gonna miss it httpAddress wow she s perfect,nice time gonna miss wow perfect,0.986536819,0.013463181,0
80,193,1657978185,FALSE,finalized,3,04/03/18 18:08,"""nan""",0,0,"""000""",0,1,Tue Jun 04 15:23:13 +0000 2013,3.42E+17,a brief history of what has happened in turkey in the last few httpAddress,brief history happened last,0.948522129,0.051477871,0
81,196,1657978192,FALSE,finalized,3,04/09/18 14:15,"""nan""",0,0,"""000""",0,1,Sun Jun 02 10:21:18 +0000 2013,3.41E+17,rt usrId erdogan must stop his security forces to attack citizens in istanbul and he should stop his provoking httpAddress,erdogan must stop security forces attack citizens stop provoking,0.972234191,0.027765809,0
82,197,1657978194,FALSE,finalized,3,04/03/18 18:36,"""000""",0,1,"""111""",1,1,Sat Jun 01 00:21:30 +0000 2013,3.41E+17,rt usrId good morning istanbul ! it is 3 15 am but nobody in harbiye or osmanbey is httpAddress pots and pans and car horns and marchers,good morning nobody harbiye osmanbey pots pans car horns marchers,0.956374467,0.043625533,0
83,198,1657978196,FALSE,finalized,3,04/03/18 20:49,"""nan""",0,0,"""000""",0,1,Fri May 31 14:23:35 +0000 2013,3.40E+17,rt usrId awful news coming out of #turkey in real time on httpAddress httpAddress,awful news coming real time,0.969181545,0.030818455,0
84,201,1657978203,FALSE,finalized,3,04/03/18 17:53,"""1""",0,0,"""001""",0,0.6594,Sun Jun 02 17:50:55 +0000 2013,3.41E+17,erdogan in the name of what do those vandals break the glass frames of the merchant shops ?,erdogan name vandals break glass frames merchant shops,0.983331641,0.016668359,0
85,203,1657978206,FALSE,finalized,3,04/03/18 17:29,"""000""",0,1,"""111""",1,1,Sun Jun 09 21:28:39 +0000 2013,3.44E+17,rt usrId i support all my fans from turkey who are protesting there government right now ! this is for you tayyipi sikeyim ! #turke,support fans protesting government right tayyipi sikeyim turke,0.983149015,0.016850985,0
86,204,1657978207,FALSE,finalized,3,4/20/2018 13:22:17,"""1""",0,0,"""001""",0,0.7,Sun Jun 02 11:31:53 +0000 2013,3.41E+17,forest dreams turkey needs support as always the media try to hide the truth httpAddress,forest dreams needs support always media try hide truth,0.976113262,0.023886738,0
89,215,1657978234,FALSE,finalized,3,04/03/18 22:05,"""nan""",0,0,"""000""",0,1,Tue Jun 25 11:46:31 +0000 2013,3.49E+17,this time next week me usrId will be in turkey ! #wellneeded,time next week wellneeded,0.986536819,0.013463181,0
90,216,1657978237,FALSE,finalized,3,04/03/18 21:53,"""nan""",0,0,"""000""",0,1,Sun Jun 09 13:43:51 +0000 2013,3.44E+17,usrId as long you re hungry i could be turkey you could be ham and i could be roast,long hungry could could ham could roast,0.948522129,0.051477871,0
91,219,1657978245,FALSE,finalized,3,4/23/2018 09:39:35,"""nan""",0,0,"""000""",0,1,Sat Jun 08 21:22:36 +0000 2013,3.43E+17,usrId it really httpAddress i was surprised when i went to a pizza place and they didnt even have httpAddress but they had a turkey httpAddress,really surprised went pizza place didnt even,0.948522129,0.051477871,0
92,223,1657978251,FALSE,finalized,3,04/04/18 09:44,"""nan""",0,0,"""000""",0,1,Sun Jun 16 20:05:32 +0000 2013,3.46E+17,turkey unrest mass rally for erdogan amid new clashes bbc news via world google news bbc .. httpAddress,unrest mass rally erdogan amid new clashes bbc news via world google news bbc,0.994544559,0.005455441,0
93,225,1657978253,FALSE,finalized,3,04/03/18 22:25,"""nan""",0,0,"""000""",0,1,Fri Jun 14 14:48:59 +0000 2013,3.46E+17,usrId dont take this personal but the problem is when erdogan was getting applause from foreign gov s and media most of the peoplehere,dont take personal problem erdogan getting applause foreign gov media peoplehere,0.970724894,0.029275106,0
95,229,1657978257,FALSE,finalized,3,04/03/18 18:06,"""0""",0,0,"""010""",0,0.6676,Sat Jun 01 01:26:33 +0000 2013,3.41E+17,rt usrId huge disconnect btwn what i m seeing in media about istanbul and what social media is httpAddress,huge disconnect btwn seeing media social media,0.962962273,0.037037727,0
96,230,1657978258,FALSE,finalized,3,04/03/18 22:18,"""010""",0,0.6712,"""111""",1,1,Sat Jun 01 01:43:40 +0000 2013,3.41E+17,rt usrId #huffingtonpost photos #occupygezi protests turn httpAddress what began as a peaceful protest aimed .. httpAddress,huffingtonpost photos turn began peaceful aimed,0.868796625,0.131203375,0
97,231,1657978259,FALSE,finalized,3,04/03/18 19:01,"""nan""",0,0,"""000""",0,1,Mon Jun 03 00:33:32 +0000 2013,3.41E+17,first time attempting parsley pesto and httpAddress out httpAddress ok so the turkey wings were a perfect httpAddress,first time attempting parsley pesto ok wings perfect,0.986536819,0.013463181,0
